Cardholder Name,Card Number,Card Type,Card Expiry Date,Transaction Amount,Currency,Transaction Date and Time,Merchant Name,Merchant ID,Authorization Code,Authorization Response,Terminal ID,POS Entry Mode,Transaction Type,CVV/CVC,AVS Data,Customer Signature,Transaction Status,Fraud
Christopher Taylor,4684492816761,VISA 19 digit,07/30,933.34,SGD,03/31/2024 15:57,Price Ltd,65e8d2a8-6a55-402f-a4f4-e0081200643e,27b8d43c-92e3-43c6-943c-e6389a5d9ab0,Declined,72b4696c-61c0-4268-b26d-8ce3c966ca8e,Swipe,Refund,450,Not Matched,Not Required,Pending Settlement,True
Sharon Preston,6578992845470894,VISA 16 digit,01/33,127.35,ANG,03/18/2024 04:53,Smith LLC,bd828f1e-dedb-44f3-987a-2c8abb556130,dc1bfde6-38aa-4f97-9722-c3a5ea1a3f7c,Approved,9b0bef6d-ef97-4692-ae98-9c50feea6aef,Chip,Purchase,690,Not Matched,Required,Settled,False
Susan Rose,6594429741531644,VISA 16 digit,11/26,662.12,XDR,04/04/2024 00:08,"Dorsey, Davis and Potter",44f355b6-d899-4536-99b7-3ee3173e1ae1,3f124ebe-624d-4770-8815-63168c1cdfcd,Declined,af45da62-6e09-4fcf-bfaa-2b6111cb232c,Chip,Refund,939,Matched,Not Required,Settled,False
Mark Gibson,213121412968437,JCB 16 digit,01/34,775.25,KWD,03/16/2024 14:47,Jones-Martin,2db5dc10-261b-4577-8bca-334b7de25190,5b251de5-3911-4141-8b83-d93f04721291,Declined,4ccc365b-9a0d-40ff-8af5-4308401b9729,Chip,Purchase,272,Matched,Not Required,Settled,True
Ryan Bowman,4439002117318997,VISA 13 digit,12/31,599.98,CLP,04/01/2024 17:10,Brady-Carter,945cde94-9501-40ae-9ddf-f1af882af4c7,66f84c57-fd08-4781-b19a-b446c8007b8e,Approved,7271ca92-4c9e-4de8-b937-50902e821900,Swipe,Purchase,0887,Matched,Required,Settled,False
Courtney Medina,4484011859535802316,Discover,09/33,227.14,ZAR,03/14/2024 04:17,"Weaver, Luna and Sweeney",4b4e23ae-444c-4c78-9983-a8a8505a0197,e993b32f-971e-426e-964f-807159553a50,Approved,acbff358-63b0-4e34-81dc-360ecdb6d397,Swipe,Refund,309,Not Matched,Required,Pending Settlement,False
Jessica Petersen,5141519491387641,JCB 16 digit,08/28,944.84,SEK,03/18/2024 17:54,Hernandez-Rodriguez,34d5e6ca-d6e1-4aa7-9f5a-0348d98b3f85,903f594f-b01e-4ee5-a575-428953fc0389,Approved,24b7c93d-41bc-421e-bc18-0fc38cfdb2f1,Chip,Refund,466,Matched,Required,Pending Settlement,False
William Christian,676183960886,JCB 15 digit,04/25,632.42,UAH,03/13/2024 08:32,Walsh-Rodriguez,89d213b5-b6fe-4ca2-98a4-af3d8cfac7d9,d385a06b-913e-489a-9d24-dca5dfd08583,Declined,93e3a0bc-7582-4050-a5f7-d639d05a390f,Chip,Refund,542,Matched,Required,Settled,True
Lauren Rogers,4494156317574791,American Express,08/25,573.05,ILS,03/17/2024 19:50,Anderson Inc,347e704b-e836-4a06-8ab1-ba788771f3fc,4e6a005f-ddcd-4d45-8c01-644888b97265,Approved,96fd68f9-3f9c-4bfe-b91e-f8159951798b,Chip,Purchase,161,Not Matched,Not Required,Settled,False
Matthew Wilson,575112622981,Maestro,01/31,52.44,VND,03/31/2024 12:51,"Ramirez, Brown and Christian",4959a65a-3e0b-4056-bfe1-c0034069ba4b,67e97b7f-24d4-4cc8-9d20-c0498598ed64,Approved,c33cb51c-03dc-4184-8838-cec9feb48a1b,Swipe,Purchase,995,Matched,Required,Settled,True
Jonathan Henderson,4701150460353706,Discover,09/32,677.57,MZN,03/14/2024 16:02,"Sanders, Mercer and Bennett",69f81eca-0720-4276-afbd-c82fa41a6b01,4d1f1fe9-780b-4989-b43f-141cea0470c3,Approved,ec9115e9-a0d3-4446-a096-c221905ba42e,Swipe,Refund,0398,Matched,Not Required,Settled,True
Alexander King,4555786197943980519,VISA 16 digit,02/33,930.91,TZS,03/19/2024 12:37,Cortez-Parker,dc74c77e-26ed-44d8-bdaf-51fc71f0dcbb,5945f76e-3a53-45bb-b5c5-c97e0ff07519,Declined,87f1e50a-9808-44e1-81c7-bbb0f02fdcb0,Swipe,Purchase,139,Matched,Required,Pending Settlement,False
Thomas Ramos,6502107611650790,JCB 16 digit,03/30,66.21,CDF,03/21/2024 00:43,"Hughes, Miller and Andrade",d88a3b69-1453-4bbe-bd5f-80eb8a9959cd,1349a793-8801-4def-b39e-9b5fa57c9b8b,Approved,e0bdb860-e0ad-4ded-87f3-ab44a0903344,Chip,Purchase,992,Matched,Not Required,Settled,False
Patricia Lester,3517948456607969,JCB 16 digit,03/25,234.35,EGP,03/24/2024 15:02,"Gomez, Brown and Moore",79147d12-bb28-48d2-b7a3-0b0b4fa1b7a6,3a0cb5b1-ac96-46ad-9a6d-637b687e9acf,Approved,e9aa331b-aa7f-492c-93a1-2c69ce110114,Swipe,Purchase,797,Not Matched,Not Required,Pending Settlement,False
Sherri Kennedy,4676671271403688,VISA 16 digit,04/29,77.35,MXN,03/18/2024 22:45,Lewis Ltd,49ac8bf9-0d3f-4ebb-9023-dd62eff15edc,fb895abe-2e73-4b72-be8b-4cbb0d71544c,Approved,300689da-5fd8-436f-b58c-ccd2a9c651a5,Swipe,Purchase,734,Not Matched,Not Required,Settled,True
Dana Knox DDS,30100509045391,Maestro,03/28,734.6,BBD,03/27/2024 10:24,Kim-Robinson,243a23e7-2364-44d6-a657-327630883662,fc9c0c69-1e17-4843-820b-6800f7554639,Declined,dba8e191-be6e-41cb-9327-11340c582634,Chip,Refund,366,Matched,Not Required,Settled,False
Susan Allen,4337820536250,Maestro,03/32,473.89,AOA,03/17/2024 18:56,"Warren, Henson and Becker",72b56605-78d7-4ab1-b928-29fd76d0c89f,b71b88b2-0d21-4065-b1dd-828b4ff1f24b,Declined,98db963a-e389-4e18-954c-cae7221cddc8,Swipe,Refund,277,Not Matched,Not Required,Settled,False
Mercedes Leonard,4541587373284136,Maestro,12/24,49.05,TRY,03/26/2024 10:38,"Larsen, Bennett and Elliott",5b12f1b6-3341-4592-b6f7-b710ec814e2b,9b1f8e82-a1e8-4b25-a07a-10706f57b1f0,Declined,5468d668-e360-4f8a-8c0a-db6fca46eb77,Chip,Purchase,570,Matched,Required,Settled,False
Kathryn Johnson,4901207352050,VISA 13 digit,07/29,831.05,IMP,03/18/2024 03:44,White-Nunez,25969436-3a7e-4ced-8805-307bd0033f47,3d0c5042-d76e-4b63-931e-de2f0dca5df4,Declined,beeabf42-ada1-4a1b-b5e2-eb1cf0d9de0e,Chip,Refund,4041,Matched,Required,Settled,True
Timothy Lee,4579168173664069,Mastercard,04/33,387.52,MGA,03/20/2024 00:47,Levine-Sheppard,377cb440-5156-431c-abb5-4c8b63582cff,6a7af594-d05d-429c-aab8-2242e93cd772,Approved,5a5c8de3-a5c5-4cc5-864d-c88ac34e9d61,Swipe,Purchase,083,Not Matched,Not Required,Pending Settlement,False
Holly Moreno,3555570627430486,VISA 16 digit,04/33,691.43,HRK,03/17/2024 15:34,Hines-Perry,3f568a96-dba6-4ddc-94c3-d7bab7436edc,9a0886a4-90e2-435d-bb50-d68271ac6225,Declined,587f088c-dabd-449d-859e-aef2f10b9552,Chip,Refund,188,Matched,Required,Pending Settlement,True
Amy Williams,3539391697037379,American Express,05/28,746.65,KES,03/05/2024 21:42,Gonzalez and Sons,fc714daf-6181-4648-98b8-9be773bc4b6e,790f4379-d233-4f84-b015-1beef69f3fa2,Approved,0a096c16-aeac-42f3-bf87-05259f1a9991,Swipe,Refund,659,Matched,Not Required,Pending Settlement,False
Wyatt Adams,4077136467409833235,JCB 16 digit,11/26,19.76,GBP,04/02/2024 10:14,"Torres, Tran and Taylor",c69dc7b7-fbe9-4909-9c15-d46c0994a5fc,84b3b882-0091-4a55-a9ba-dd4d50139b39,Approved,b25a483a-6d29-4e89-852b-f81bab1a29d3,Swipe,Refund,981,Matched,Not Required,Pending Settlement,False
Eric Gonzalez,349825629368341,VISA 16 digit,12/24,142.5,SRD,03/11/2024 11:27,Becker-Lee,41494c76-c801-4d36-b25e-e90cd082c0ab,d19d13d3-ff8e-4968-b128-543f05710981,Approved,1712cb7f-1dd5-4480-aba6-46c1752ad3d9,Chip,Purchase,935,Matched,Not Required,Settled,True
Keith White,30545497590578,Diners Club / Carte Blanche,06/32,667.79,GGP,03/18/2024 22:04,"Meadows, Vaughan and Phelps",108a2189-d023-4597-9f10-6ed52ca440c4,9817e3cd-e8d8-4798-9859-e3bcf64de68d,Declined,b1dbac17-8113-4b10-953b-1c3ad55b47b4,Chip,Refund,909,Not Matched,Not Required,Pending Settlement,False
Joshua Fisher,6569544693833326,Discover,06/30,342.28,ILS,03/18/2024 13:21,Robertson Ltd,bb315dd6-9d4e-48b9-8227-cdf3a40a6be8,a62afd62-fd91-40e1-8089-7035ab47edfc,Approved,fa33d2c0-9f60-4dc8-95a4-796cf837bb86,Swipe,Purchase,877,Not Matched,Not Required,Settled,True
Chad Olson,503808625704,JCB 15 digit,06/24,692.23,MUR,03/11/2024 00:51,Jackson-Flores,15f1f5bc-1d03-493b-a2e1-485366eb1488,aaf1b387-ced6-44bb-805a-03e10444cf53,Approved,96ee7fdf-7d3c-42ff-851a-3eb6b995cc14,Chip,Refund,236,Not Matched,Required,Pending Settlement,False
Patricia Brennan,379971658539833,JCB 16 digit,08/24,127.91,MGA,03/07/2024 00:59,"Thomas, Myers and Warren",5c56402a-09d3-4312-a4b5-7b86085c2da0,6f9be41a-80ba-4e3e-a42d-77a9906cf82f,Approved,2bbd6dc6-2035-445c-8090-30ad6436774f,Swipe,Refund,450,Matched,Required,Settled,True
Christine Freeman,3515889936449030,JCB 15 digit,03/32,944.66,NGN,03/10/2024 09:45,Goodman-Heath,30f05d7a-7c57-473e-8506-308879242f61,7925ff16-3d32-4b3c-82ad-d7fcf2622dd2,Approved,39e09ace-8e11-4c42-9316-0ee93c261842,Swipe,Purchase,690,Matched,Not Required,Pending Settlement,True
Diane Weaver,346618113626248,Diners Club / Carte Blanche,03/28,807.11,PGK,03/19/2024 01:32,Flores Inc,03839a7e-dcc3-4888-bb96-cb97d847114d,a7239b1c-caf5-43dc-8c79-f9217c3b2ccf,Approved,209b64c4-58f2-48c1-ba99-f7f55a0c0c5b,Chip,Refund,664,Not Matched,Required,Pending Settlement,True
Charles Robinson,4172907725458970,VISA 16 digit,05/28,187.65,AFN,04/02/2024 10:57,Caldwell-Griffin,fb84a672-e0a9-4078-b6fb-b0e25098ffe9,bf5d4762-ebb8-47ad-b237-dd733de34a9a,Approved,228ed7d2-b5a6-4e9f-b875-058be0d6b7e7,Swipe,Purchase,797,Not Matched,Required,Pending Settlement,False
Matthew Pollard,4439337054256200,VISA 16 digit,11/31,135.89,HUF,03/12/2024 08:58,"Huffman, Schmitt and Wilson",b2278f94-27e2-43c7-b111-69c43f0ee728,ba767efd-6617-4d96-b0c8-e07242b9b8b4,Declined,f5218db6-4da2-485b-a703-daa6a187d4ca,Chip,Refund,537,Matched,Required,Settled,False
Brenda Warner,501850239168,VISA 13 digit,06/26,222.38,BDT,03/06/2024 21:13,Kelly-Bernard,76605aa0-e52b-49d2-bf72-24bf3ec1482f,33b83eff-b112-49cc-a46c-fff98c92a344,Declined,a5deca44-16a2-43f9-a922-8ce8f95295d8,Chip,Purchase,909,Matched,Not Required,Settled,False
Janet Davies,3598706861261968,Mastercard,10/32,482.04,MWK,03/16/2024 19:34,Gardner LLC,978eba62-4de3-42a8-b48a-dc00330a23cc,06e317e3-fd03-47e8-ab9e-fc8e303bdae3,Approved,a16ffa2e-1d4b-4d26-9639-9774d044e032,Chip,Refund,434,Matched,Required,Pending Settlement,False
John Galvan,3574182711830311,Maestro,10/31,834.22,SCR,03/21/2024 05:28,Morgan Group,217d226d-4c02-47ef-a4e1-53c948b1a17f,7f6530a3-11a9-494a-a694-539a6aba5f71,Declined,3432737e-12b8-4191-bdcd-b2716592efb9,Chip,Purchase,468,Not Matched,Not Required,Settled,False
Leslie Graham,6549946405931329,Discover,06/32,836.69,SRD,04/03/2024 15:17,"Lam, Faulkner and Jordan",025b687f-bba3-4a7f-99fc-e90037c18f56,3e7af3f7-2f59-4edd-ab96-01af5106ecc8,Declined,e5e8bfec-8266-4502-aa7b-adb100e30738,Swipe,Refund,806,Not Matched,Required,Pending Settlement,True
Paul Lambert,6538746281632113,Mastercard,07/29,744.07,PLN,03/16/2024 02:53,Patterson Group,4be10474-af35-421f-adb0-4dfd156668c1,500dddf6-98a2-4bf3-9810-cc8a0339fb51,Approved,41df251e-dfe5-43cc-987a-f03c078e21e5,Chip,Refund,224,Matched,Not Required,Settled,True
Richard Griffin,4622910860431312696,JCB 16 digit,07/25,309.39,CHF,03/21/2024 08:32,Gardner Inc,2ade0abb-6ebc-41d2-8d55-5a2582d98329,9a64f2fd-6d04-4c57-a69c-0a68f2b274b0,Approved,335cb7f4-3d61-4bdb-9453-074cf660d0a2,Swipe,Refund,756,Not Matched,Required,Settled,False
Jennifer Turner,2224141177303045,Diners Club / Carte Blanche,10/28,169.9,GYD,04/03/2024 05:06,Jimenez Group,2790c8b0-b386-4760-810c-004e6b729bc1,b1ea9fb0-ecce-442c-b3fe-d1d5a2ac06bd,Declined,1f451a38-e9f6-45e1-8e0f-7a241ac8105f,Chip,Purchase,608,Matched,Required,Pending Settlement,True
Tracie Harris,3552478389642897,JCB 16 digit,11/30,202.54,SYP,03/30/2024 02:45,Owens and Sons,a72bd531-5793-46ec-bcaf-499cedfe1ffc,73c32506-c4cc-4795-ae22-a3a461884ef2,Declined,e93da14f-9bb9-45b4-a188-343eb019cf12,Swipe,Refund,350,Not Matched,Not Required,Pending Settlement,True
Sarah Smith,4605672682567323,Diners Club / Carte Blanche,08/31,853.18,RON,03/14/2024 06:00,"Gonzalez, Zavala and Moon",a5d66a35-76d0-4f8b-90c4-8a807258fd43,7754a204-567a-4dba-ae2e-0ebff9125297,Declined,4b51e1b5-cf34-4201-9ebd-fb73d6ccdb1c,Swipe,Refund,810,Not Matched,Not Required,Settled,False
Jodi Carter,30372762568381,Discover,11/26,446.83,SBD,03/24/2024 19:41,"Duncan, Jennings and Edwards",c7db2fb2-816d-49d9-ab88-eb2145705c69,11bc7d94-c079-42b7-b81e-f941167342d4,Declined,5100c5cf-43ad-40ce-83e5-01cd65e7efa9,Swipe,Refund,736,Matched,Required,Settled,False
Jennifer Bates,4743286716387,VISA 16 digit,11/31,724.16,UAH,03/22/2024 00:37,Lambert and Sons,93295c47-6fce-4cae-a5b8-46dffbe27701,2883e273-1ed3-4cb6-b90e-3bb86c472f80,Declined,1d7a7e80-fafd-4c73-b70f-9e5913670fba,Chip,Purchase,443,Matched,Not Required,Pending Settlement,False
Keith Miller,3527163106258134,Discover,03/32,394.82,PHP,03/19/2024 20:06,Weber Ltd,5f52fdaf-a2ff-4e45-9f32-50f624e41177,62815a7c-7ca5-4c9f-9794-0ab1dc2c3fbe,Approved,4d7d3150-1a65-4cd9-9666-9982343a561f,Swipe,Purchase,554,Not Matched,Required,Pending Settlement,True
Samantha Medina,2522453532195985,JCB 15 digit,07/24,22.95,THB,03/21/2024 21:29,Stafford-Burns,cb5d6f75-572b-4914-8ec9-84b09dc9f512,63c145fe-b24c-466d-b410-50e980839bcc,Approved,04019332-e382-4c12-9d12-d6f126e93830,Chip,Refund,256,Not Matched,Not Required,Pending Settlement,False
Elizabeth Hunter MD,501897153984,VISA 16 digit,06/26,801.16,CAD,03/29/2024 09:07,Wright-Powell,5bb84ce1-4f75-4a87-b476-d1ae4f324e62,331faece-5420-4574-95dc-7b7890c8330a,Declined,dfe00ac0-1372-4b05-b785-6cef4ee45656,Swipe,Refund,4877,Matched,Not Required,Settled,True
Kimberly Green,180049100981306,VISA 13 digit,08/27,102.69,GBP,03/25/2024 14:51,"Garcia, Parker and Barajas",807539e0-a254-4678-be98-190b2409ad91,37e5925a-6bcb-41a7-8657-2d7df2d4fb14,Approved,325a15a1-b9ab-4522-ba39-b6b621a81ba7,Chip,Refund,920,Matched,Required,Pending Settlement,False
Julie Bell,4195695227760059,JCB 15 digit,03/28,236.16,TWD,03/24/2024 21:54,"Garcia, Cannon and Mccann",ecfa74b8-b432-47dd-8b3a-3d2c4a2137eb,935f2d27-233b-41c7-ab51-4a2c5c0c8d26,Declined,40e63261-5388-4c6e-a7a8-37d16c4624f6,Chip,Refund,377,Not Matched,Not Required,Settled,True
Kurt Griffin,4723582098011,JCB 15 digit,01/32,81.37,GHS,03/17/2024 11:26,Martinez and Sons,c0b9737f-a74b-4945-9ae1-2a80f1b48638,aa86ca6b-d0f3-4e39-ac52-4c9047b65a8f,Declined,f578728e-d727-4c3e-92e3-04ef0e68bf5c,Swipe,Purchase,868,Matched,Not Required,Settled,False
Erin Ramos,6540800992044237,JCB 16 digit,08/30,820.43,TOP,03/12/2024 09:16,"Griffin, Torres and Fernandez",bd7b74df-f968-45d6-aab9-e2f046e648ed,905d17d2-1eab-4094-8af7-6b247e337eb8,Approved,78f4ddf2-be69-448c-b11e-adc615f784fa,Swipe,Refund,298,Not Matched,Not Required,Settled,True
Leah Wilson,4822099715750,Maestro,07/33,226.42,NIS,03/24/2024 23:58,Mccarthy-Liu,27473e19-09f4-402a-afe7-4ec8448e85e6,dfea3c71-982c-475f-bc6c-e5cd29e5be08,Declined,2aeab285-86fa-49de-8461-1340c955bc64,Chip,Purchase,152,Not Matched,Required,Settled,True
Jeffrey Cohen,3518314549010266,VISA 13 digit,03/28,342.77,MNT,03/12/2024 04:26,"Stewart, Nguyen and Reyes",784287b7-26b1-49e0-8243-3369347c60dd,4a510598-f3f3-4799-8dc2-f4bdf8552489,Approved,166a98b2-107a-4759-9787-072fc58f90d7,Chip,Refund,349,Not Matched,Required,Pending Settlement,False
Alexandra Turner,4011585702084616,VISA 16 digit,01/31,954.01,PEN,03/18/2024 20:43,"Contreras, Duncan and Holloway",7b23a898-244a-40f5-8ba0-3ef232e7db6b,fc622e66-f2c0-4217-941d-18deedbb53af,Declined,d30195c6-a7fe-4a48-8d85-b9a21ba01ca1,Chip,Refund,247,Matched,Required,Settled,True
Kurt Stone,4188309791090262719,Discover,10/24,775.35,GBP,03/26/2024 22:37,Townsend-Lewis,94d23009-291a-4273-990c-d1db3b58c52d,f831d63c-bbec-4715-8b61-d24fdc99454b,Approved,59ef20f7-7430-44ff-ad04-919a689fe5a0,Swipe,Refund,423,Matched,Not Required,Pending Settlement,True
Geoffrey Sparks,4978075975464860,VISA 16 digit,05/29,742.28,GMD,03/07/2024 11:08,"Silva, Chapman and Rodriguez",f4a78b82-0248-475f-b03f-4a504560ebb9,e91ed9a6-e5e2-4f7e-8712-e911760f3214,Approved,84cdcbb3-5eb5-411f-a1de-21fed680ae0e,Swipe,Purchase,144,Not Matched,Required,Pending Settlement,False
Denise Morris,373008424318527,JCB 15 digit,06/28,886.34,CRC,03/27/2024 01:47,Brown-Vargas,122247e4-f178-425a-b451-62ba963cc9a7,f8d96b10-7529-4a70-8049-2c08aef1faee,Declined,ff84af8c-a824-4cf5-81d9-fc1a8468bcf9,Chip,Purchase,131,Matched,Not Required,Pending Settlement,False
Dakota Warren,4751736184142760,Discover,08/30,374.85,SHP,03/07/2024 09:36,Ortiz Inc,1c865fed-aa17-42d7-bbb0-5c4066c6d231,127e2e6d-1217-4df3-9133-b9494c7574d6,Approved,d31f127a-f643-4aa3-8c73-d4e548f293d4,Swipe,Refund,223,Not Matched,Not Required,Settled,True
Debra Hughes,2255949809941426,VISA 16 digit,09/25,908.1,LBP,03/23/2024 03:23,Terry PLC,a725c284-b32e-42c0-9137-6475bc1cb839,562aa49d-a9ec-4ef2-9ddd-9bef0e87d28b,Declined,a36c9bf2-9476-45d7-a3d9-bf0e1fd149ce,Chip,Refund,791,Matched,Not Required,Pending Settlement,True
Melanie Ball MD,4727325244306804747,VISA 16 digit,03/25,640.67,NPR,03/14/2024 03:12,Romero and Sons,c64cec8c-7687-4b28-b382-8574e54a3d64,6e7f2d8c-b978-44b9-b4d2-e49bc8ec3da4,Declined,dc140cbb-b15e-4e10-83aa-1f2121483876,Swipe,Refund,416,Matched,Not Required,Settled,True
David James,349669711622243,VISA 19 digit,03/29,94.28,CRC,03/22/2024 07:25,Graves-Reed,9bd0c25f-6f2e-4cf4-99e0-f2f7e43be96d,0dbc5c11-3127-40c7-a681-8b9c6dd43025,Declined,b6c52926-c741-44f7-9c2c-dc600d82dd41,Swipe,Refund,1428,Matched,Required,Settled,False
Daniel Jones,3591338493363660,VISA 19 digit,07/31,955.07,STD,04/04/2024 05:11,Lucas-Ingram,af605a26-5dba-48dd-8498-4b9de85c6805,cf82312a-457f-4ae6-ad14-9060938ef0ce,Declined,50c8b6bc-e055-47fa-aca1-1984663e815f,Swipe,Purchase,024,Not Matched,Required,Settled,False
David Mccall,574872112986,JCB 16 digit,11/25,811.65,SCR,03/28/2024 23:47,Lawrence Ltd,5260c386-c74d-413c-844f-26c2954b4f60,bd258e83-df16-4f90-967e-48d967986a11,Approved,d99d8ed0-a378-4354-b648-7163aa8f9e4a,Chip,Refund,774,Not Matched,Required,Pending Settlement,False
Michael Sanchez,3580757348498632,JCB 15 digit,10/26,803.75,VEF,03/18/2024 07:55,King-Hall,ee3393b4-5a1d-442d-aa6a-0d2a4ee05328,086d782f-fbaa-4107-ac61-d3269c7b9c14,Declined,137ea5b2-1273-4b61-8aad-21cdb99d7524,Chip,Refund,1401,Matched,Required,Settled,True
John Smith,373168217124753,JCB 16 digit,12/24,378.23,KPW,03/14/2024 16:48,Hall-Knight,2ec5706e-7b41-47a0-9339-1557e101326f,82838f07-9233-4b58-881c-ec9f7d6c0670,Approved,bbfe2806-9f8a-48e6-bfe9-c0da9a95fbcf,Swipe,Purchase,476,Matched,Required,Pending Settlement,False
Lawrence Franklin,4136593617351658,American Express,08/25,802.11,LYD,03/24/2024 11:24,Meza-Hancock,630e3d04-21b4-4000-8d01-65a87d45845f,d028db67-6fb1-4f10-b0bd-7ba3150e7fda,Declined,40525f4d-ea11-454d-aa04-6a1fd471d179,Swipe,Purchase,122,Not Matched,Required,Settled,False
Adam Guzman,3566095483567095,Maestro,05/31,189.45,BMD,03/07/2024 22:53,"Smith, Howard and Sandoval",683f4c20-4910-4b20-addc-cb17f65640f1,f065ea48-8f36-4846-971b-520d18d8796e,Approved,35b561d2-13ee-409f-9be9-d30389ddd611,Swipe,Purchase,7513,Matched,Not Required,Pending Settlement,False
Adrian Lee,2586559376480888,JCB 15 digit,07/28,814.98,MZN,03/23/2024 16:46,Thompson-Peters,f757e3d1-f6fc-4830-8e16-1d5f02793225,48a9d861-f9e7-4cf4-9374-7c3bdab81321,Approved,2cfbad9d-1d35-44a6-8848-14710f903939,Chip,Refund,726,Matched,Required,Pending Settlement,False
Jeremiah Malone,3563899598846234,VISA 19 digit,09/27,685.71,SPL,03/26/2024 07:41,"York, Ellis and Fox",3a6d5bba-af77-4200-b8ca-dcd05c318455,fdfd26ef-e394-4a2f-bbf8-c2a36ea2b4fa,Approved,65dbe34d-a1bc-42d4-b309-fe997ca797e5,Swipe,Refund,921,Matched,Required,Settled,False
Mrs. Kathryn Krause,4428355844571,VISA 16 digit,06/28,88.87,BIF,03/27/2024 14:56,Pittman-Peters,9ab76f36-8c08-4098-8b81-ab822d7706a3,b916a247-da69-4c1a-bb02-e53d686e7d58,Declined,0f59af05-5d8b-407f-901e-415c7e57c4b7,Chip,Refund,1778,Matched,Required,Pending Settlement,False
Heather Peterson,6567309534291783,JCB 16 digit,01/34,768.82,GBP,04/01/2024 01:43,Christensen Ltd,f4035255-3c86-4b87-9a6d-92daf69aeaf0,ebfe1ffd-1e98-4caf-84df-ee6a4c700c6f,Approved,5dddf999-19ed-4ffe-8131-708e58380bb0,Swipe,Refund,429,Matched,Required,Pending Settlement,False
Christopher Patel,4126416289424516,VISA 16 digit,11/27,155.65,GEL,03/15/2024 16:35,"Hoffman, Garcia and Vaughn",0675ab18-3676-4013-86eb-5c2f534eee52,0c122d1f-ec82-4169-85aa-baced01aba3e,Declined,3242cbfd-647f-49a8-b820-e99e2ba2a692,Swipe,Refund,069,Matched,Not Required,Pending Settlement,True
Timothy Meyer,3515338510218189,American Express,10/30,358.39,BRL,03/27/2024 10:30,Clark-Cummings,f20a6d57-3c26-4ff5-a846-581750067069,0fec86a7-ac4b-4e4f-a94a-09870598a457,Approved,2b949005-19f7-45c0-a42a-4001fdf9f000,Chip,Purchase,413,Matched,Not Required,Settled,False
Joseph Brown,30526658375736,VISA 13 digit,07/25,327.95,TMT,04/02/2024 14:10,"Daniel, Brown and Russell",d8e3436f-af50-4c28-830c-958beab05c6a,4631feb5-a1d4-4794-9c14-8152831b8024,Declined,a48058f1-e47f-4e1f-a236-b99e8791042d,Chip,Purchase,970,Not Matched,Not Required,Settled,True
James Sanchez,3517153101103056,JCB 16 digit,11/27,794.96,EGP,03/15/2024 08:13,"White, Cox and Nelson",931b73e1-f368-48f2-81c3-046bf16e4193,465df864-2afa-48b2-b50d-7968387724ef,Approved,9ad51bf3-8005-4c93-9923-27954cf0f000,Chip,Purchase,6064,Matched,Required,Settled,False
Chris Allen,30241331010078,Diners Club / Carte Blanche,02/30,292.21,KZT,03/30/2024 17:44,Watson-Wood,cd6b6eca-1520-46c2-8b2d-b31b815a5342,746f5b5e-7090-47db-9497-50213c9eb725,Approved,051fdfdc-abc5-41e7-9f1f-dc95df307e0d,Chip,Refund,617,Not Matched,Not Required,Pending Settlement,False
Ryan Moore,4237809530581,VISA 16 digit,03/26,670.82,MMK,03/27/2024 00:27,Farley Ltd,0c333df6-98c4-46a0-9d8b-a84f4c74526e,eb2b2fef-99ea-48c7-bc10-992b2b860661,Declined,6f65e021-8248-4b53-80ba-86081e82e2c7,Chip,Purchase,999,Not Matched,Not Required,Pending Settlement,False
David Brooks,4993994517995,JCB 15 digit,05/29,850.9,PGK,03/07/2024 07:41,"Kramer, Long and Hall",13beca85-03b9-4226-a866-328ff3b2eea5,67d8ee34-3376-4af6-adeb-2556ac89daa2,Declined,70df52de-42ab-44d8-855f-040c0bd48421,Chip,Refund,608,Not Matched,Not Required,Pending Settlement,True
Erica Drake,370562869953043,American Express,10/25,956.02,KPW,03/28/2024 05:27,Tucker LLC,3123e596-7641-42bb-b848-88d867f4fb19,21f3fdbb-50f6-431c-91ca-9e4e209a6412,Declined,580e1bb4-13e5-44bf-8e31-47713f82beb4,Swipe,Purchase,200,Not Matched,Required,Settled,False
Deborah Ross,4091609268031569943,Mastercard,03/32,121.16,CRC,03/15/2024 21:23,Reid and Sons,119b3bcd-e076-46e7-b377-ee4bfd2424cd,e96b3a3d-f2ef-4fb9-b1e6-912f0b75b317,Approved,f12ae9d1-ed82-4881-893c-31e3e3616861,Chip,Refund,915,Not Matched,Required,Settled,True
Jeremy Ramirez,4123926178894,Discover,05/31,100.69,TVD,03/17/2024 05:16,"Wilkins, Harvey and Woods",1498a776-b016-4dae-b0a5-7a1a7dbe28e7,ec1329ed-81ab-4be7-8a6c-10121eb5ab3c,Approved,200a5c1e-2787-4637-bef3-981e7c9d81c6,Chip,Purchase,8205,Not Matched,Not Required,Pending Settlement,False
Joe Holloway,3598461794470787,Diners Club / Carte Blanche,05/26,229.58,KES,04/02/2024 13:19,"Cooper, Friedman and Hernandez",fc249966-614c-4c4b-9269-ad0ba065ccaa,bb2fed9d-25e5-49e4-a65d-1579b781f029,Declined,fc17448a-2271-4147-9894-d49339526e70,Swipe,Refund,731,Not Matched,Required,Settled,False
